id,fecha,hora,cantidad_art,nombre_art,presentacion,precio,total_venta
43,2023.02.15,10.20.00,2,PIMENTON DULCE,500 g,120.00,240.00
44,2023.02.15,12.00.00,3,QUINOA,1 kg,600.00,1800.00
45,2023.02.15,16.02.00,2,ALMOHADITAS FRUTILLA,250 g,400.00,800.00
46,2023.02.16,13.40.00,5,ALMOHADITAS FRUTILLA,300 g,400.00,2000.00
47,2023.02.16,12.00.00,3,HARINA INTEGRAL,1 kg,2200.00,6600.00
48,2023.02.16,12.58.00,5,PIMENTON DULCE,500 g,120.00,600.00
49,2023.02.17,19.37.00,1,LENTEJAS,1 kg,300.00,300.00
50,2023.02.17,12.13.00,3,NUECES,300 g,300.00,900.00
51,2023.02.17,12.59.00,5,LENTEJAS,1 kg,300.00,1500.00
52,2023.02.18,19.10.00,4,HARINA INTEGRAL,500 g,2200.00,8800.00
53,2023.02.18,15.42.00,5,QUINOA,500 g,600.00,3000.00
54,2023.02.18,18.31.00,1,HARINA INTEGRAL,500 g,2200.00,2200.00
55,2023.02.19,18.03.00,3,NUECES,300 g,300.00,900.00
56,2023.02.19,20.24.00,1,ALMOHADITAS FRUTILLA,300 g,400.00,400.00
57,2023.02.19,16.01.00,2,HARINA INTEGRAL,1 kg,2200.00,4400.00
58,2023.02.20,17.13.00,5,ALMOHADITAS FRUTILLA,300 g,400.00,2000.00
59,2023.02.20,10.40.00,2,ALMOHADITAS FRUTILLA,300 g,400.00,800.00
60,2023.02.20,14.15.00,3,PIMENTON DULCE,250 g,120.00,360.00
61,2023.02.21,19.09.00,2,QUINOA,500 g,600.00,1200.00
62,2023.02.21,11.31.00,4,ALMOHADITAS FRUTILLA,300 g,400.00,1600.00
63,2023.02.21,14.50.00,3,PIMENTON DULCE,500 g,120.00,360.00
64,2023.02.22,20.21.00,3,PIMENTON DULCE,250 g,120.00,360.00
65,2023.02.22,13.40.00,4,QUINOA,1 kg,600.00,2400.00
66,2023.02.22,08.42.00,3,LENTEJAS,250 g,300.00,900.00
67,2023.02.23,11.49.00,3,PIMENTON DULCE,500 g,120.00,360.00
68,2023.02.23,12.45.00,5,QUINOA,500 g,600.00,3000.00
69,2023.02.23,13.30.00,3,ALMOHADITAS FRUTILLA,250 g,400.00,1200.00
70,2023.02.24,10.27.00,3,NUECES,500 g,300.00,900.00
71,2023.02.24,12.39.00,4,NUECES,500 g,300.00,1200.00
72,2023.02.24,20.03.00,3,NUECES,300 g,300.00,900.00
73,2023.02.25,15.53.00,1,PIMENTON DULCE,250 g,120.00,120.00
74,2023.02.25,17.38.00,5,PIMENTON DULCE,250 g,120.00,600.00
75,2023.02.25,12.11.00,3,LENTEJAS,1 kg,300.00,900.00
76,2023.02.26,19.37.00,5,QUINOA,500 g,600.00,3000.00
77,2023.02.26,11.13.00,2,QUINOA,1 kg,600.00,1200.00
78,2023.02.26,19.08.00,4,QUINOA,1 kg,600.00,2400.00
79,2023.02.27,10.35.00,5,HARINA INTEGRAL,1 kg,2200.00,11000.00
80,2023.02.27,14.09.00,5,QUINOA,500 g,600.00,3000.00
81,2023.02.27,14.37.00,1,QUINOA,500 g,600.00,600.00
82,2023.02.28,16.39.00,3,NUECES,500 g,300.00,900.00
83,2023.02.28,15.51.00,3,NUECES,300 g,300.00,900.00
84,2023.02.28,19.15.00,2,NUECES,250 g,300.00,600.00
85,2023.03.01,16.02.00,5,PIMENTON DULCE,500 g,120.00,600.00
86,2023.03.01,08.57.00,1,ALMOHADITAS FRUTILLA,250 g,400.00,400.00
87,2023.03.01,12.35.00,1,ALMOHADITAS FRUTILLA,300 g,400.00,400.00
88,2023.03.02,19.18.00,2,QUINOA,1 kg,600.00,1200.00
89,2023.03.02,10.24.00,3,NUECES,500 g,300.00,900.00
90,2023.03.02,16.16.00,3,QUINOA,1 kg,600.00,1800.00
91,2023.03.03,10.31.00,1,NUECES,250 g,300.00,300.00
92,2023.03.03,12.40.00,4,QUINOA,1 kg,600.00,2400.00
93,2023.03.03,16.01.00,1,ALMOHADITAS FRUTILLA,250 g,400.00,400.00
94,2023.03.04,19.27.00,5,ALMOHADITAS FRUTILLA,300 g,400.00,2000.00
95,2023.03.04,11.43.00,2,PIMENTON DULCE,250 g,120.00,240.00
96,2023.03.04,08.54.00,1,QUINOA,500 g,600.00,600.00
97,2023.03.05,14.03.00,4,HARINA INTEGRAL,500 g,2200.00,8800.00
98,2023.03.05,16.22.00,3,HARINA INTEGRAL,1 kg,2200.00,6600.00
99,2023.03.05,17.41.00,3,HARINA INTEGRAL,500 g,2200.00,6600.00
100,2023.03.06,17.01.00,2,HARINA INTEGRAL,500 g,2200.00,4400.00
101,2023.03.06,10.00.00,5,NUECES,500 g,300.00,1500.00
102,2023.03.06,20.36.00,3,HARINA INTEGRAL,500 g,2200.00,6600.00
103,2023.03.07,18.14.00,1,QUINOA,1 kg,600.00,600.00
104,2023.03.07,12.21.00,5,PIMENTON DULCE,250 g,120.00,600.00
105,2023.03.07,14.38.00,1,ALMOHADITAS FRUTILLA,300 g,400.00,400.00
106,2023.03.08,15.13.00,1,ALMOHADITAS FRUTILLA,300 g,400.00,400.00
107,2023.03.08,20.08.00,3,ALMOHADITAS FRUTILLA,250 g,400.00,1200.00
108,2023.03.08,15.52.00,2,HARINA INTEGRAL,1 kg,2200.00,4400.00
109,2023.03.09,20.04.00,2,LENTEJAS,250 g,300.00,600.00
110,2023.03.09,09.25.00,1,PIMENTON DULCE,500 g,120.00,120.00
111,2023.03.09,16.05.00,3,PIMENTON DULCE,250 g,120.00,360.00
112,2023.03.10,08.31.00,5,PIMENTON DULCE,250 g,120.00,600.00
113,2023.03.10,17.57.00,1,ALMOHADITAS FRUTILLA,300 g,400.00,400.00
114,2023.03.10,15.08.00,2,LENTEJAS,1 kg,300.00,600.00
115,2023.03.11,13.49.00,3,NUECES,300 g,300.00,900.00
116,2023.03.11,16.57.00,2,HARINA INTEGRAL,500 g,2200.00,4400.00
117,2023.03.11,19.04.00,3,ALMOHADITAS FRUTILLA,250 g,400.00,1200.00
118,2023.03.12,09.08.00,2,PIMENTON DULCE,500 g,120.00,240.00
119,2023.03.12,12.01.00,5,LENTEJAS,1 kg,300.00,1500.00
120,2023.03.12,09.54.00,1,ALMOHADITAS FRUTILLA,250 g,400.00,400.00
121,2023.03.13,09.44.00,5,QUINOA,500 g,600.00,3000.00
122,2023.03.13,14.43.00,1,ALMOHADITAS FRUTILLA,250 g,400.00,400.00
123,2023.03.13,12.45.00,2,LENTEJAS,250 g,300.00,600.00
124,2023.03.14,13.41.00,2,HARINA INTEGRAL,500 g,2200.00,4400.00
125,2023.03.14,09.32.00,4,QUINOA,500 g,600.00,2400.00
126,2023.03.14,08.06.00,3,LENTEJAS,250 g,300.00,900.00
127,2023.03.15,08.59.00,4,HARINA INTEGRAL,1 kg,2200.00,8800.00
128,2023.03.15,15.14.00,3,PIMENTON DULCE,250 g,120.00,360.00
129,2023.03.15,17.59.00,5,QUINOA,1 kg,600.00,3000.00
130,2023.03.16,20.42.00,4,HARINA INTEGRAL,1 kg,2200.00,8800.00
131,2023.03.16,08.51.00,1,NUECES,300 g,300.00,300.00
132,2023.03.16,15.55.00,4,ALMOHADITAS FRUTILLA,300 g,400.00,1600.00
133,2023.03.17,08.59.00,5,NUECES,500 g,300.00,1500.00
134,2023.03.17,15.26.00,2,PIMENTON DULCE,500 g,120.00,240.00
135,2023.03.17,18.59.00,3,LENTEJAS,1 kg,300.00,900.00
136,2023.03.18,17.43.00,1,PIMENTON DULCE,250 g,120.00,120.00
137,2023.03.18,16.04.00,2,QUINOA,1 kg,600.00,1200.00
138,2023.03.18,18.42.00,2,HARINA INTEGRAL,1 kg,2200.00,4400.00
139,2023.03.19,10.12.00,5,HARINA INTEGRAL,500 g,2200.00,11000.00
140,2023.03.19,18.44.00,2,LENTEJAS,250 g,300.00,600.00
141,2023.03.19,20.46.00,2,LENTEJAS,1 kg,300.00,600.00
142,2023.03.20,14.10.00,5,PIMENTON DULCE,250 g,120.00,600.00
143,2023.03.20,13.00.00,1,LENTEJAS,250 g,300.00,300.00
144,2023.03.20,10.17.00,1,NUECES,250 g,300.00,300.00
145,2023.03.21,20.02.00,4,LENTEJAS,1 kg,300.00,1200.00
146,2023.03.21,13.29.00,2,LENTEJAS,250 g,300.00,600.00
147,2023.03.21,08.55.00,5,PIMENTON DULCE,500 g,120.00,600.00
148,2023.03.22,08.43.00,4,LENTEJAS,250 g,300.00,1200.00
149,2023.03.22,09.52.00,4,LENTEJAS,250 g,300.00,1200.00
150,2023.03.22,15.54.00,3,NUECES,500 g,300.00,900.00
151,2023.03.23,13.10.00,3,LENTEJAS,250 g,300.00,900.00
152,2023.03.23,14.11.00,2,HARINA INTEGRAL,1 kg,2200.00,4400.00
153,2023.03.23,12.25.00,2,HARINA INTEGRAL,1 kg,2200.00,4400.00
154,2023.03.24,10.38.00,5,NUECES,250 g,300.00,1500.00
155,2023.03.24,09.56.00,1,NUECES,300 g,300.00,300.00
156,2023.03.24,16.15.00,3,LENTEJAS,250 g,300.00,900.00
157,2023.03.25,09.25.00,2,NUECES,500 g,300.00,600.00
158,2023.03.25,13.44.00,2,ALMOHADITAS FRUTILLA,300 g,400.00,800.00
159,2023.03.25,17.58.00,3,QUINOA,500 g,600.00,1800.00
160,2023.03.26,18.37.00,2,ALMOHADITAS FRUTILLA,250 g,400.00,800.00
161,2023.03.26,19.13.00,3,QUINOA,1 kg,600.00,1800.00
162,2023.03.26,11.22.00,1,HARINA INTEGRAL,500 g,2200.00,2200.00
163,2023.03.27,20.58.00,3,ALMOHADITAS FRUTILLA,300 g,400.00,1200.00
164,2023.03.27,08.45.00,3,ALMOHADITAS FRUTILLA,300 g,400.00,1200.00
165,2023.03.27,13.42.00,3,LENTEJAS,250 g,300.00,900.00
166,2023.03.28,18.44.00,2,QUINOA,1 kg,600.00,1200.00
167,2023.03.28,15.11.00,4,LENTEJAS,1 kg,300.00,1200.00
168,2023.03.28,10.54.00,1,QUINOA,1 kg,600.00,600.00
169,2023.03.29,12.09.00,5,QUINOA,1 kg,600.00,3000.00
170,2023.03.29,14.29.00,1,PIMENTON DULCE,500 g,120.00,120.00
171,2023.03.29,20.22.00,5,QUINOA,1 kg,600.00,3000.00
172,2023.03.30,13.39.00,5,ALMOHADITAS FRUTILLA,300 g,400.00,2000.00
173,2023.03.30,11.59.00,2,NUECES,500 g,300.00,600.00
174,2023.03.30,14.15.00,2,PIMENTON DULCE,500 g,120.00,240.00
175,2023.03.31,14.05.00,2,ALMOHADITAS FRUTILLA,300 g,400.00,800.00
176,2023.03.31,18.43.00,2,HARINA INTEGRAL,500 g,2200.00,4400.00
177,2023.03.31,10.05.00,5,LENTEJAS,250 g,300.00,1500.00
178,2023.04.01,11.16.00,5,LENTEJAS,250 g,300.00,1500.00
179,2023.04.01,13.37.00,4,HARINA INTEGRAL,500 g,2200.00,8800.00
180,2023.04.01,10.29.00,5,PIMENTON DULCE,500 g,120.00,600.00
181,2023.04.02,15.22.00,3,ALMOHADITAS FRUTILLA,250 g,400.00,1200.00
182,2023.04.02,08.44.00,4,HARINA INTEGRAL,1 kg,2200.00,8800.00
183,2023.04.02,10.00.00,3,PIMENTON DULCE,250 g,120.00,360.00
184,2023.04.03,10.37.00,1,HARINA INTEGRAL,1 kg,2200.00,2200.00
185,2023.04.03,16.36.00,4,QUINOA,500 g,600.00,2400.00
186,2023.04.03,11.03.00,4,ALMOHADITAS FRUTILLA,250 g,400.00,1600.00
187,2023.04.04,08.22.00,1,LENTEJAS,1 kg,300.00,300.00
188,2023.04.04,14.25.00,5,LENTEJAS,1 kg,300.00,1500.00
189,2023.04.04,16.45.00,1,PIMENTON DULCE,250 g,120.00,120.00
190,2023.04.05,15.01.00,2,QUINOA,500 g,600.00,1200.00
191,2023.04.05,10.42.00,3,HARINA INTEGRAL,1 kg,2200.00,6600.00
192,2023.04.05,19.32.00,4,HARINA INTEGRAL,1 kg,2200.00,8800.00
193,2023.04.06,12.14.00,3,HARINA INTEGRAL,500 g,2200.00,6600.00
194,2023.04.06,19.52.00,5,HARINA INTEGRAL,1 kg,2200.00,11000.00
195,2023.04.06,17.41.00,5,NUECES,300 g,300.00,1500.00
196,2023.04.07,16.07.00,4,QUINOA,500 g,600.00,2400.00
197,2023.04.07,20.16.00,2,PIMENTON DULCE,500 g,120.00,240.00
198,2023.04.07,08.52.00,3,PIMENTON DULCE,500 g,120.00,360.00
199,2023.04.08,14.36.00,5,HARINA INTEGRAL,1 kg,2200.00,11000.00
200,2023.04.08,19.28.00,5,QUINOA,500 g,600.00,3000.00
201,2023.04.08,08.39.00,1,LENTEJAS,250 g,300.00,300.00
202,2023.04.09,12.50.00,1,QUINOA,1 kg,600.00,600.00
203,2023.04.09,17.02.00,1,ALMOHADITAS FRUTILLA,250 g,400.00,400.00
204,2023.04.09,18.41.00,5,LENTEJAS,250 g,300.00,1500.00
205,2023.04.10,12.03.00,3,PIMENTON DULCE,500 g,120.00,360.00
206,2023.04.10,17.24.00,4,HARINA INTEGRAL,500 g,2200.00,8800.00
207,2023.04.10,20.53.00,3,ALMOHADITAS FRUTILLA,250 g,400.00,1200.00
208,2023.04.11,20.07.00,2,ALMOHADITAS FRUTILLA,300 g,400.00,800.00
209,2023.04.11,12.50.00,2,NUECES,250 g,300.00,600.00
210,2023.04.11,16.05.00,2,PIMENTON DULCE,250 g,120.00,240.00
211,2023.04.12,14.53.00,3,NUECES,300 g,300.00,900.00
212,2023.04.12,13.32.00,5,LENTEJAS,1 kg,300.00,1500.00
213,2023.04.12,14.29.00,5,NUECES,300 g,300.00,1500.00
214,2023.04.13,17.15.00,3,LENTEJAS,250 g,300.00,900.00
215,2023.04.13,15.57.00,4,HARINA INTEGRAL,1 kg,2200.00,8800.00
216,2023.04.13,19.46.00,4,HARINA INTEGRAL,500 g,2200.00,8800.00
217,2023.04.14,18.33.00,3,QUINOA,500 g,600.00,1800.00
218,2023.04.14,15.05.00,4,ALMOHADITAS FRUTILLA,300 g,400.00,1600.00
219,2023.04.14,10.38.00,2,ALMOHADITAS FRUTILLA,300 g,400.00,800.00
220,2023.04.15,15.47.00,5,QUINOA,500 g,600.00,3000.00
221,2023.04.15,12.46.00,1,LENTEJAS,1 kg,300.00,300.00
222,2023.04.15,12.33.00,1,ALMOHADITAS FRUTILLA,250 g,400.00,400.00
223,2023.04.16,19.12.00,4,PIMENTON DULCE,250 g,120.00,480.00
224,2023.04.16,14.48.00,2,NUECES,300 g,300.00,600.00
225,2023.04.16,09.40.00,3,NUECES,500 g,300.00,900.00
226,2023.04.17,15.00.00,2,ALMOHADITAS FRUTILLA,300 g,400.00,800.00
227,2023.04.17,10.05.00,3,LENTEJAS,250 g,300.00,900.00
228,2023.04.17,10.46.00,2,NUECES,300 g,300.00,600.00
229,2023.04.18,09.35.00,5,LENTEJAS,250 g,300.00,1500.00
230,2023.04.18,13.06.00,3,NUECES,500 g,300.00,900.00
231,2023.04.18,14.19.00,3,NUECES,500 g,300.00,900.00
232,2023.04.19,14.10.00,1,LENTEJAS,1 kg,300.00,300.00
233,2023.04.19,09.06.00,2,ALMOHADITAS FRUTILLA,250 g,400.00,800.00
234,2023.04.19,17.56.00,5,QUINOA,1 kg,600.00,3000.00
235,2023.04.20,16.08.00,4,NUECES,500 g,300.00,1200.00
236,2023.04.20,17.06.00,5,PIMENTON DULCE,250 g,120.00,600.00
237,2023.04.20,09.58.00,3,ALMOHADITAS FRUTILLA,250 g,400.00,1200.00
238,2023.04.21,14.40.00,1,HARINA INTEGRAL,500 g,2200.00,2200.00
239,2023.04.21,20.57.00,5,LENTEJAS,250 g,300.00,1500.00
240,2023.04.21,17.41.00,4,NUECES,250 g,300.00,1200.00
241,2023.04.22,17.49.00,3,LENTEJAS,250 g,300.00,900.00
242,2023.04.22,12.23.00,2,LENTEJAS,250 g,300.00,600.00
243,2023.04.22,15.27.00,4,HARINA INTEGRAL,1 kg,2200.00,8800.00
244,2023.04.23,08.53.00,5,QUINOA,1 kg,600.00,3000.00
245,2023.04.23,10.47.00,3,ALMOHADITAS FRUTILLA,250 g,400.00,1200.00
246,2023.04.23,19.03.00,5,LENTEJAS,250 g,300.00,1500.00
247,2023.04.24,09.44.00,3,PIMENTON DULCE,250 g,120.00,360.00
248,2023.04.24,19.35.00,3,ALMOHADITAS FRUTILLA,250 g,400.00,1200.00
249,2023.04.24,16.19.00,5,PIMENTON DULCE,500 g,120.00,600.00
250,2023.04.25,20.04.00,3,HARINA INTEGRAL,500 g,2200.00,6600.00
251,2023.04.25,20.56.00,4,ALMOHADITAS FRUTILLA,300 g,400.00,1600.00
252,2023.04.25,12.52.00,5,HARINA INTEGRAL,500 g,2200.00,11000.00
253,2023.04.26,15.28.00,2,ALMOHADITAS FRUTILLA,300 g,400.00,800.00
254,2023.04.26,13.10.00,3,QUINOA,500 g,600.00,1800.00
255,2023.04.26,08.40.00,5,LENTEJAS,250 g,300.00,1500.00
256,2023.04.27,11.22.00,1,QUINOA,500 g,600.00,600.00
257,2023.04.27,10.39.00,2,LENTEJAS,1 kg,300.00,600.00
258,2023.04.27,14.48.00,4,PIMENTON DULCE,250 g,120.00,480.00
259,2023.04.28,13.59.00,4,PIMENTON DULCE,500 g,120.00,480.00
260,2023.04.28,12.05.00,2,NUECES,250 g,300.00,600.00
261,2023.04.28,14.54.00,1,ALMOHADITAS FRUTILLA,300 g,400.00,400.00
262,2023.04.29,12.40.00,4,LENTEJAS,250 g,300.00,1200.00
263,2023.04.29,20.31.00,3,NUECES,500 g,300.00,900.00
264,2023.04.29,11.43.00,2,QUINOA,500 g,600.00,1200.00
265,2023.04.30,15.05.00,4,NUECES,250 g,300.00,1200.00
266,2023.04.30,20.40.00,3,LENTEJAS,250 g,300.00,900.00
267,2023.04.30,11.12.00,1,NUECES,300 g,300.00,300.00
268,2023.05.01,15.23.00,5,PIMENTON DULCE,500 g,120.00,600.00
269,2023.05.01,17.26.00,5,PIMENTON DULCE,250 g,120.00,600.00
270,2023.05.01,09.51.00,3,HARINA INTEGRAL,1 kg,2200.00,6600.00
271,2023.05.02,08.11.00,1,QUINOA,500 g,600.00,600.00
272,2023.05.02,16.38.00,3,ALMOHADITAS FRUTILLA,250 g,400.00,1200.00
273,2023.05.02,17.35.00,1,PIMENTON DULCE,500 g,120.00,120.00
274,2023.05.03,20.42.00,2,ALMOHADITAS FRUTILLA,300 g,400.00,800.00
275,2023.05.03,18.04.00,4,QUINOA,1 kg,600.00,2400.00
276,2023.05.03,18.24.00,3,HARINA INTEGRAL,500 g,2200.00,6600.00
277,2023.05.04,15.43.00,3,HARINA INTEGRAL,500 g,2200.00,6600.00
278,2023.05.04,11.42.00,3,NUECES,300 g,300.00,900.00
279,2023.05.04,13.08.00,5,NUECES,500 g,300.00,1500.00
280,2023.05.05,20.26.00,1,LENTEJAS,250 g,300.00,300.00
281,2023.05.05,09.13.00,2,ALMOHADITAS FRUTILLA,250 g,400.00,800.00
282,2023.05.05,10.54.00,5,ALMOHADITAS FRUTILLA,250 g,400.00,2000.00
283,2023.05.06,20.04.00,5,HARINA INTEGRAL,1 kg,2200.00,11000.00
284,2023.05.06,08.08.00,3,QUINOA,1 kg,600.00,1800.00
285,2023.05.06,17.24.00,1,HARINA INTEGRAL,1 kg,2200.00,2200.00
286,2023.05.07,20.52.00,3,HARINA INTEGRAL,500 g,2200.00,6600.00
287,2023.05.07,15.33.00,2,QUINOA,500 g,600.00,1200.00
288,2023.05.07,14.08.00,4,HARINA INTEGRAL,1 kg,2200.00,8800.00
289,2023.05.08,12.47.00,4,ALMOHADITAS FRUTILLA,300 g,400.00,1600.00
290,2023.05.08,09.41.00,1,PIMENTON DULCE,250 g,120.00,120.00
291,2023.05.08,19.06.00,5,LENTEJAS,1 kg,300.00,1500.00
292,2023.05.09,18.38.00,3,ALMOHADITAS FRUTILLA,300 g,400.00,1200.00
293,2023.05.09,20.44.00,5,HARINA INTEGRAL,500 g,2200.00,11000.00
294,2023.05.09,17.09.00,1,NUECES,250 g,300.00,300.00
295,2023.05.10,09.43.00,5,NUECES,250 g,300.00,1500.00
296,2023.05.10,09.05.00,1,LENTEJAS,1 kg,300.00,300.00
297,2023.05.10,17.12.00,3,LENTEJAS,250 g,300.00,900.00
298,2023.05.11,11.11.00,5,ALMOHADITAS FRUTILLA,300 g,400.00,2000.00
299,2023.05.11,12.08.00,5,LENTEJAS,250 g,300.00,1500.00
300,2023.05.11,13.36.00,1,ALMOHADITAS FRUTILLA,300 g,400.00,400.00
301,2023.05.12,17.56.00,2,QUINOA,1 kg,600.00,1200.00
302,2023.05.12,09.06.00,1,QUINOA,500 g,600.00,600.00
303,2023.05.12,12.27.00,1,NUECES,250 g,300.00,300.00
304,2023.05.13,13.21.00,2,LENTEJAS,250 g,300.00,600.00
305,2023.05.13,20.30.00,4,HARINA INTEGRAL,1 kg,2200.00,8800.00
306,2023.05.13,11.31.00,3,LENTEJAS,1 kg,300.00,900.00
307,2023.05.14,14.22.00,2,QUINOA,500 g,600.00,1200.00
308,2023.05.14,18.03.00,2,QUINOA,1 kg,600.00,1200.00
309,2023.05.14,10.33.00,1,LENTEJAS,250 g,300.00,300.00
310,2023.05.15,19.34.00,2,QUINOA,500 g,600.00,1200.00
311,2023.05.15,16.28.00,4,HARINA INTEGRAL,500 g,2200.00,8800.00
312,2023.05.15,18.00.00,3,PIMENTON DULCE,500 g,120.00,360.00
313,2023.05.16,14.02.00,1,LENTEJAS,250 g,300.00,300.00
314,2023.05.16,18.53.00,5,QUINOA,1 kg,600.00,3000.00
315,2023.05.16,13.05.00,5,PIMENTON DULCE,250 g,120.00,600.00
316,2023.05.17,14.42.00,4,PIMENTON DULCE,500 g,120.00,480.00
317,2023.05.17,12.57.00,5,ALMOHADITAS FRUTILLA,300 g,400.00,2000.00
318,2023.05.17,16.51.00,2,NUECES,300 g,300.00,600.00
319,2023.05.18,17.14.00,4,LENTEJAS,250 g,300.00,1200.00
320,2023.05.18,13.29.00,5,LENTEJAS,250 g,300.00,1500.00
321,2023.05.18,13.13.00,4,PIMENTON DULCE,250 g,120.00,480.00
322,2023.05.19,19.46.00,5,QUINOA,1 kg,600.00,3000.00
323,2023.05.19,20.50.00,3,QUINOA,1 kg,600.00,1800.00
324,2023.05.19,14.42.00,2,HARINA INTEGRAL,1 kg,2200.00,4400.00
325,2023.05.20,11.10.00,4,LENTEJAS,1 kg,300.00,1200.00
326,2023.05.20,12.52.00,5,PIMENTON DULCE,250 g,120.00,600.00
327,2023.05.20,19.25.00,4,LENTEJAS,250 g,300.00,1200.00
328,2023.05.21,16.20.00,2,PIMENTON DULCE,250 g,120.00,240.00
329,2023.05.21,08.04.00,2,NUECES,250 g,300.00,600.00
330,2023.05.21,20.37.00,1,NUECES,300 g,300.00,300.00
331,2023.05.22,20.03.00,2,ALMOHADITAS FRUTILLA,300 g,400.00,800.00
332,2023.05.22,10.59.00,1,LENTEJAS,250 g,300.00,300.00
333,2023.05.22,17.44.00,3,LENTEJAS,1 kg,300.00,900.00
334,2023.05.23,09.54.00,5,LENTEJAS,1 kg,300.00,1500.00
335,2023.05.23,16.48.00,3,QUINOA,1 kg,600.00,1800.00
336,2023.05.23,18.14.00,3,QUINOA,500 g,600.00,1800.00
337,2023.05.24,10.32.00,3,PIMENTON DULCE,500 g,120.00,360.00
338,2023.05.24,15.28.00,1,QUINOA,500 g,600.00,600.00
339,2023.05.24,14.22.00,1,PIMENTON DULCE,250 g,120.00,120.00
340,2023.05.25,08.52.00,3,NUECES,500 g,300.00,900.00
341,2023.05.25,13.43.00,3,NUECES,250 g,300.00,900.00
342,2023.05.25,16.59.00,1,QUINOA,1 kg,600.00,600.00
343,2023.05.26,14.39.00,4,LENTEJAS,1 kg,300.00,1200.00
344,2023.05.26,19.34.00,1,PIMENTON DULCE,500 g,120.00,120.00
345,2023.05.26,10.12.00,4,NUECES,250 g,300.00,1200.00
346,2023.05.27,13.11.00,2,QUINOA,500 g,600.00,1200.00
347,2023.05.27,16.39.00,5,NUECES,500 g,300.00,1500.00
348,2023.05.27,12.31.00,2,LENTEJAS,1 kg,300.00,600.00
349,2023.05.28,12.41.00,2,QUINOA,1 kg,600.00,1200.00
350,2023.05.28,10.50.00,1,LENTEJAS,250 g,300.00,300.00
351,2023.05.28,11.06.00,4,HARINA INTEGRAL,500 g,2200.00,8800.00
