id,fecha,hora,cantidad_art,nombre_art,presentacion,precio,total_venta
84,2023.02.28,19.15.00,1.985759840222957,NUECES,250 g,300.0,600.0
85,2023.03.01,16.02.00,5.017099357660008,PIMENTON DULCE,500 g,120.0,600.0
86,2023.03.01,08.57.00,0.9726800790123606,ALMOHADITAS FRUTILLA,250 g,400.0,400.0
87,2023.03.01,12.35.00,0.9634115633528544,ALMOHADITAS FRUTILLA,300 g,400.0,400.0
88,2023.03.02,19.18.00,1.9403126755961828,QUINOA,1 kg,600.0,1200.0
89,2023.03.02,10.24.00,3.0669606457660836,NUECES,500 g,300.0,900.0
90,2023.03.02,16.16.00,2.863288384927342,QUINOA,1 kg,600.0,1800.0
91,2023.03.03,10.31.00,1.0126334317137513,NUECES,250 g,300.0,300.0
92,2023.03.03,12.40.00,3.877383753162855,QUINOA,1 kg,600.0,2400.0
93,2023.03.03,16.01.00,1.0422683308143101,ALMOHADITAS FRUTILLA,250 g,400.0,400.0
94,2023.03.04,19.27.00,4.83706328049545,ALMOHADITAS FRUTILLA,300 g,400.0,2000.0
95,2023.03.04,11.43.00,1.953230553547113,PIMENTON DULCE,250 g,120.0,240.0
96,2023.03.04,08.54.00,1.003044332870982,QUINOA,500 g,600.0,600.0
97,2023.03.05,14.03.00,4.158719916436063,HARINA INTEGRAL,500 g,2200.0,8800.0
98,2023.03.05,16.22.00,3.010598232673707,HARINA INTEGRAL,1 kg,2200.0,6600.0
99,2023.03.05,17.41.00,3.031014406278204,HARINA INTEGRAL,500 g,2200.0,6600.0
100,2023.03.06,17.01.00,2.074446608498734,HARINA INTEGRAL,500 g,2200.0,4400.0
101,2023.03.06,10.00.00,4.850122239420039,NUECES,500 g,300.0,1500.0
102,2023.03.06,20.36.00,3.0656436692957616,HARINA INTEGRAL,500 g,2200.0,6600.0
103,2023.03.07,18.14.00,0.9796268235264876,QUINOA,1 kg,600.0,600.0
104,2023.03.07,12.21.00,5.089030453217365,PIMENTON DULCE,250 g,120.0,600.0
105,2023.03.07,14.38.00,0.9590984935057828,ALMOHADITAS FRUTILLA,300 g,400.0,400.0
106,2023.03.08,15.13.00,0.996444491627045,ALMOHADITAS FRUTILLA,300 g,400.0,400.0
107,2023.03.08,20.08.00,2.9625463826731218,ALMOHADITAS FRUTILLA,250 g,400.0,1200.0
108,2023.03.08,15.52.00,1.9233854141086444,HARINA INTEGRAL,1 kg,2200.0,4400.0
109,2023.03.09,20.04.00,1.9042140534943295,LENTEJAS,250 g,300.0,600.0
110,2023.03.09,09.25.00,0.9857035902768362,PIMENTON DULCE,500 g,120.0,120.0
111,2023.03.09,16.05.00,2.869347885839524,PIMENTON DULCE,250 g,120.0,360.0
112,2023.03.10,08.31.00,5.053413616839696,PIMENTON DULCE,250 g,120.0,600.0
113,2023.03.10,17.57.00,1.0125337776909153,ALMOHADITAS FRUTILLA,300 g,400.0,400.0
114,2023.03.10,15.08.00,2.076926412560039,LENTEJAS,1 kg,300.0,600.0
115,2023.03.11,13.49.00,2.869628212422956,NUECES,300 g,300.0,900.0
116,2023.03.11,16.57.00,1.9889927703190065,HARINA INTEGRAL,500 g,2200.0,4400.0
117,2023.03.11,19.04.00,3.1300862559029214,ALMOHADITAS FRUTILLA,250 g,400.0,1200.0
118,2023.03.12,09.08.00,1.9289206063532256,PIMENTON DULCE,500 g,120.0,240.0
119,2023.03.12,12.01.00,4.847953104302966,LENTEJAS,1 kg,300.0,1500.0
120,2023.03.12,09.54.00,0.9680239575570767,ALMOHADITAS FRUTILLA,250 g,400.0,400.0
121,2023.03.13,09.44.00,5.036062749537278,QUINOA,500 g,600.0,3000.0
122,2023.03.13,14.43.00,1.0327725719324665,ALMOHADITAS FRUTILLA,250 g,400.0,400.0
123,2023.03.13,12.45.00,2.0151123829751953,LENTEJAS,250 g,300.0,600.0
124,2023.03.14,13.41.00,2.0557066183719512,HARINA INTEGRAL,500 g,2200.0,4400.0
125,2023.03.14,09.32.00,3.824351000299929,QUINOA,500 g,600.0,2400.0
126,2023.03.14,08.06.00,3.0740926208390826,LENTEJAS,250 g,300.0,900.0
127,2023.03.15,08.59.00,4.170558775130018,HARINA INTEGRAL,1 kg,2200.0,8800.0
128,2023.03.15,15.14.00,2.8908524113306138,PIMENTON DULCE,250 g,120.0,360.0
129,2023.03.15,17.59.00,5.227664860944876,QUINOA,1 kg,600.0,3000.0
130,2023.03.16,20.42.00,3.941964943465914,HARINA INTEGRAL,1 kg,2200.0,8800.0
131,2023.03.16,08.51.00,0.9849261907977442,NUECES,300 g,300.0,300.0
132,2023.03.16,15.55.00,3.9796371813277354,ALMOHADITAS FRUTILLA,300 g,400.0,1600.0
133,2023.03.17,08.59.00,4.910403298701413,NUECES,500 g,300.0,1500.0
134,2023.03.17,15.26.00,2.0434912995274783,PIMENTON DULCE,500 g,120.0,240.0
135,2023.03.17,18.59.00,3.0138801681696172,LENTEJAS,1 kg,300.0,900.0
136,2023.03.18,17.43.00,0.9650092022051616,PIMENTON DULCE,250 g,120.0,120.0
137,2023.03.18,16.04.00,1.996179103219292,QUINOA,1 kg,600.0,1200.0
138,2023.03.18,18.42.00,2.0731630032595953,HARINA INTEGRAL,1 kg,2200.0,4400.0
139,2023.03.19,10.12.00,5.087116728229835,HARINA INTEGRAL,500 g,2200.0,11000.0
140,2023.03.19,18.44.00,1.9990219603119042,LENTEJAS,250 g,300.0,600.0
141,2023.03.19,20.46.00,2.0116397575930103,LENTEJAS,1 kg,300.0,600.0
142,2023.03.20,14.10.00,4.952569710482619,PIMENTON DULCE,250 g,120.0,600.0
143,2023.03.20,13.00.00,1.0367503240622185,LENTEJAS,250 g,300.0,300.0
144,2023.03.20,10.17.00,0.9604460020886202,NUECES,250 g,300.0,300.0
145,2023.03.21,20.02.00,4.046512105413715,LENTEJAS,1 kg,300.0,1200.0
146,2023.03.21,13.29.00,2.086881686220129,LENTEJAS,250 g,300.0,600.0
147,2023.03.21,08.55.00,4.845500275862047,PIMENTON DULCE,500 g,120.0,600.0
148,2023.03.22,08.43.00,3.99567361507681,LENTEJAS,250 g,300.0,1200.0
149,2023.03.22,09.52.00,3.9378226483087264,LENTEJAS,250 g,300.0,1200.0
150,2023.03.22,15.54.00,2.878719225655224,NUECES,500 g,300.0,900.0
151,2023.03.23,13.10.00,3.0011783344876397,LENTEJAS,250 g,300.0,900.0
152,2023.03.23,14.11.00,2.066497898730895,HARINA INTEGRAL,1 kg,2200.0,4400.0
153,2023.03.23,12.25.00,1.96648367446185,HARINA INTEGRAL,1 kg,2200.0,4400.0
154,2023.03.24,10.38.00,4.7952429229268105,NUECES,250 g,300.0,1500.0
155,2023.03.24,09.56.00,0.9547448711729484,NUECES,300 g,300.0,300.0
156,2023.03.24,16.15.00,3.0177419278712616,LENTEJAS,250 g,300.0,900.0
157,2023.03.25,09.25.00,1.9831338604132893,NUECES,500 g,300.0,600.0
158,2023.03.25,13.44.00,2.011486153658316,ALMOHADITAS FRUTILLA,300 g,400.0,800.0
159,2023.03.25,17.58.00,2.920379795558662,QUINOA,500 g,600.0,1800.0
160,2023.03.26,18.37.00,2.0872487981586767,ALMOHADITAS FRUTILLA,250 g,400.0,800.0
161,2023.03.26,19.13.00,2.9900850895253743,QUINOA,1 kg,600.0,1800.0
162,2023.03.26,11.22.00,0.9806544645245767,HARINA INTEGRAL,500 g,2200.0,2200.0
163,2023.03.27,20.58.00,3.0719846246201548,ALMOHADITAS FRUTILLA,300 g,400.0,1200.0
164,2023.03.27,08.45.00,3.103426017750137,ALMOHADITAS FRUTILLA,300 g,400.0,1200.0
165,2023.03.27,13.42.00,3.140568835871954,LENTEJAS,250 g,300.0,900.0
166,2023.03.28,18.44.00,1.9226898617415227,QUINOA,1 kg,600.0,1200.0
167,2023.03.28,15.11.00,3.978407583144777,LENTEJAS,1 kg,300.0,1200.0
168,2023.03.28,10.54.00,0.9566129932077841,QUINOA,1 kg,600.0,600.0
169,2023.03.29,12.09.00,5.0709603668238845,QUINOA,1 kg,600.0,3000.0
170,2023.03.29,14.29.00,1.0103015134842228,PIMENTON DULCE,500 g,120.0,120.0
171,2023.03.29,20.22.00,4.875986129770482,QUINOA,1 kg,600.0,3000.0
172,2023.03.30,13.39.00,4.7881441692154185,ALMOHADITAS FRUTILLA,300 g,400.0,2000.0
173,2023.03.30,11.59.00,1.937808101228767,NUECES,500 g,300.0,600.0
174,2023.03.30,14.15.00,2.082071881208703,PIMENTON DULCE,500 g,120.0,240.0
175,2023.03.31,14.05.00,1.9187416629190033,ALMOHADITAS FRUTILLA,300 g,400.0,800.0
176,2023.03.31,18.43.00,2.039877392112215,HARINA INTEGRAL,500 g,2200.0,4400.0
177,2023.03.31,10.05.00,4.8252700563541735,LENTEJAS,250 g,300.0,1500.0
178,2023.04.01,11.16.00,5.219867240508216,LENTEJAS,250 g,300.0,1500.0
179,2023.04.01,13.37.00,4.12794420696415,HARINA INTEGRAL,500 g,2200.0,8800.0
180,2023.04.01,10.29.00,4.9168333182042705,PIMENTON DULCE,500 g,120.0,600.0
181,2023.04.02,15.22.00,3.1420777473011294,ALMOHADITAS FRUTILLA,250 g,400.0,1200.0
182,2023.04.02,08.44.00,3.805396291263467,HARINA INTEGRAL,1 kg,2200.0,8800.0
183,2023.04.02,10.00.00,3.086935968800745,PIMENTON DULCE,250 g,120.0,360.0
184,2023.04.03,10.37.00,0.9718836746941666,HARINA INTEGRAL,1 kg,2200.0,2200.0
185,2023.04.03,16.36.00,4.171911241565827,QUINOA,500 g,600.0,2400.0
186,2023.04.03,11.03.00,3.8351327192393887,ALMOHADITAS FRUTILLA,250 g,400.0,1600.0
187,2023.04.04,08.22.00,1.0458138936833485,LENTEJAS,1 kg,300.0,300.0
188,2023.04.04,14.25.00,4.832158670613355,LENTEJAS,1 kg,300.0,1500.0
189,2023.04.04,16.45.00,1.018587138518812,PIMENTON DULCE,250 g,120.0,120.0
190,2023.04.05,15.01.00,2.017653120891801,QUINOA,500 g,600.0,1200.0
191,2023.04.05,10.42.00,3.095909332956425,HARINA INTEGRAL,1 kg,2200.0,6600.0
192,2023.04.05,19.32.00,4.187802577513261,HARINA INTEGRAL,1 kg,2200.0,8800.0
193,2023.04.06,12.14.00,3.118186574997468,HARINA INTEGRAL,500 g,2200.0,6600.0
194,2023.04.06,19.52.00,4.785006033735642,HARINA INTEGRAL,1 kg,2200.0,11000.0
195,2023.04.06,17.41.00,5.039012112995433,NUECES,300 g,300.0,1500.0
196,2023.04.07,16.07.00,4.100847281957003,QUINOA,500 g,600.0,2400.0
197,2023.04.07,20.16.00,1.9277899365413012,PIMENTON DULCE,500 g,120.0,240.0
198,2023.04.07,08.52.00,2.922120891340895,PIMENTON DULCE,500 g,120.0,360.0
199,2023.04.08,14.36.00,4.9303722780330865,HARINA INTEGRAL,1 kg,2200.0,11000.0
200,2023.04.08,19.28.00,4.926337172093574,QUINOA,500 g,600.0,3000.0
201,2023.04.08,08.39.00,1.0360455401623796,LENTEJAS,250 g,300.0,300.0
202,2023.04.09,12.50.00,0.9566085611682835,QUINOA,1 kg,600.0,600.0
203,2023.04.09,17.02.00,0.9839286874197873,ALMOHADITAS FRUTILLA,250 g,400.0,400.0
204,2023.04.09,18.41.00,4.97574291627635,LENTEJAS,250 g,300.0,1500.0
205,2023.04.10,12.03.00,2.994493487971467,PIMENTON DULCE,500 g,120.0,360.0
206,2023.04.10,17.24.00,4.180247858018248,HARINA INTEGRAL,500 g,2200.0,8800.0
207,2023.04.10,20.53.00,3.0181332380439034,ALMOHADITAS FRUTILLA,250 g,400.0,1200.0
208,2023.04.11,20.07.00,2.0181698659830003,ALMOHADITAS FRUTILLA,300 g,400.0,800.0
209,2023.04.11,12.50.00,1.958895267852469,NUECES,250 g,300.0,600.0
210,2023.04.11,16.05.00,2.052205355471731,PIMENTON DULCE,250 g,120.0,240.0
211,2023.04.12,14.53.00,2.859182398538697,NUECES,300 g,300.0,900.0
212,2023.04.12,13.32.00,5.073205216819744,LENTEJAS,1 kg,300.0,1500.0
213,2023.04.12,14.29.00,4.881378765468481,NUECES,300 g,300.0,1500.0
214,2023.04.13,17.15.00,3.1032320761105012,LENTEJAS,250 g,300.0,900.0
215,2023.04.13,15.57.00,3.9973771893164614,HARINA INTEGRAL,1 kg,2200.0,8800.0
216,2023.04.13,19.46.00,4.0292056934324805,HARINA INTEGRAL,500 g,2200.0,8800.0
217,2023.04.14,18.33.00,3.05704389987317,QUINOA,500 g,600.0,1800.0
218,2023.04.14,15.05.00,4.1977796590513705,ALMOHADITAS FRUTILLA,300 g,400.0,1600.0
219,2023.04.14,10.38.00,1.943092385137692,ALMOHADITAS FRUTILLA,300 g,400.0,800.0
220,2023.04.15,15.47.00,4.956286434469036,QUINOA,500 g,600.0,3000.0
221,2023.04.15,12.46.00,0.9675489097696907,LENTEJAS,1 kg,300.0,300.0
222,2023.04.15,12.33.00,0.9786036130541899,ALMOHADITAS FRUTILLA,250 g,400.0,400.0
223,2023.04.16,19.12.00,4.0087251623411415,PIMENTON DULCE,250 g,120.0,480.0
224,2023.04.16,14.48.00,2.031562174668136,NUECES,300 g,300.0,600.0
225,2023.04.16,09.40.00,2.854039580811358,NUECES,500 g,300.0,900.0
226,2023.04.17,15.00.00,2.0282230629262843,ALMOHADITAS FRUTILLA,300 g,400.0,800.0
227,2023.04.17,10.05.00,2.9632170409103704,LENTEJAS,250 g,300.0,900.0
228,2023.04.17,10.46.00,1.934142953016801,NUECES,300 g,300.0,600.0
229,2023.04.18,09.35.00,4.9372071140204,LENTEJAS,250 g,300.0,1500.0
230,2023.04.18,13.06.00,2.935352353625461,NUECES,500 g,300.0,900.0
231,2023.04.18,14.19.00,3.0249094195443673,NUECES,500 g,300.0,900.0
232,2023.04.19,14.10.00,0.9701264472161146,LENTEJAS,1 kg,300.0,300.0
233,2023.04.19,09.06.00,2.023714374058141,ALMOHADITAS FRUTILLA,250 g,400.0,800.0
234,2023.04.19,17.56.00,5.126333549225825,QUINOA,1 kg,600.0,3000.0
235,2023.04.20,16.08.00,3.9759775772242296,NUECES,500 g,300.0,1200.0
236,2023.04.20,17.06.00,4.938255154654211,PIMENTON DULCE,250 g,120.0,600.0
237,2023.04.20,09.58.00,2.914919475415833,ALMOHADITAS FRUTILLA,250 g,400.0,1200.0
238,2023.04.21,14.40.00,1.020293160203381,HARINA INTEGRAL,500 g,2200.0,2200.0
239,2023.04.21,20.57.00,5.022503677703233,LENTEJAS,250 g,300.0,1500.0
240,2023.04.21,17.41.00,4.054293071840057,NUECES,250 g,300.0,1200.0
241,2023.04.22,17.49.00,2.9261845900798114,LENTEJAS,250 g,300.0,900.0
242,2023.04.22,12.23.00,2.058257664058562,LENTEJAS,250 g,300.0,600.0
243,2023.04.22,15.27.00,4.173230890476618,HARINA INTEGRAL,1 kg,2200.0,8800.0
244,2023.04.23,08.53.00,5.012554107465169,QUINOA,1 kg,600.0,3000.0
245,2023.04.23,10.47.00,3.046656096718417,ALMOHADITAS FRUTILLA,250 g,400.0,1200.0
246,2023.04.23,19.03.00,5.073157303563586,LENTEJAS,250 g,300.0,1500.0
247,2023.04.24,09.44.00,3.0827368960489085,PIMENTON DULCE,250 g,120.0,360.0
248,2023.04.24,19.35.00,2.892711944106586,ALMOHADITAS FRUTILLA,250 g,400.0,1200.0
249,2023.04.24,16.19.00,5.155082316869648,PIMENTON DULCE,500 g,120.0,600.0
250,2023.04.25,20.04.00,2.942403847845214,HARINA INTEGRAL,500 g,2200.0,6600.0
251,2023.04.25,20.56.00,4.178833415990419,ALMOHADITAS FRUTILLA,300 g,400.0,1600.0
252,2023.04.25,12.52.00,4.772600513044985,HARINA INTEGRAL,500 g,2200.0,11000.0
253,2023.04.26,15.28.00,2.086600275723177,ALMOHADITAS FRUTILLA,300 g,400.0,800.0
254,2023.04.26,13.10.00,2.949617157971071,QUINOA,500 g,600.0,1800.0
255,2023.04.26,08.40.00,5.183029776740219,LENTEJAS,250 g,300.0,1500.0
256,2023.04.27,11.22.00,0.9910696070395348,QUINOA,500 g,600.0,600.0
257,2023.04.27,10.39.00,1.986727152153501,LENTEJAS,1 kg,300.0,600.0
258,2023.04.27,14.48.00,4.138034028766808,PIMENTON DULCE,250 g,120.0,480.0
259,2023.04.28,13.59.00,3.862307100202857,PIMENTON DULCE,500 g,120.0,480.0
260,2023.04.28,12.05.00,2.063685971983327,NUECES,250 g,300.0,600.0
261,2023.04.28,14.54.00,1.0017228269413085,ALMOHADITAS FRUTILLA,300 g,400.0,400.0
262,2023.04.29,12.40.00,4.148349487621062,LENTEJAS,250 g,300.0,1200.0
263,2023.04.29,20.31.00,2.9152851233938843,NUECES,500 g,300.0,900.0
264,2023.04.29,11.43.00,2.050776466773744,QUINOA,500 g,600.0,1200.0
265,2023.04.30,15.05.00,4.06650308381752,NUECES,250 g,300.0,1200.0
266,2023.04.30,20.40.00,3.059951116509919,LENTEJAS,250 g,300.0,900.0
267,2023.04.30,11.12.00,1.033116400007145,NUECES,300 g,300.0,300.0
268,2023.05.01,15.23.00,5.07792052460513,PIMENTON DULCE,500 g,120.0,600.0
269,2023.05.01,17.26.00,5.110324938097921,PIMENTON DULCE,250 g,120.0,600.0
270,2023.05.01,09.51.00,2.92970625652395,HARINA INTEGRAL,1 kg,2200.0,6600.0
271,2023.05.02,08.11.00,0.9837209144570915,QUINOA,500 g,600.0,600.0
272,2023.05.02,16.38.00,3.048755392843013,ALMOHADITAS FRUTILLA,250 g,400.0,1200.0
273,2023.05.02,17.35.00,0.9745701397667134,PIMENTON DULCE,500 g,120.0,120.0
274,2023.05.03,20.42.00,1.9466921558606949,ALMOHADITAS FRUTILLA,300 g,400.0,800.0
275,2023.05.03,18.04.00,3.997802173926967,QUINOA,1 kg,600.0,2400.0
276,2023.05.03,18.24.00,3.1118733617133714,HARINA INTEGRAL,500 g,2200.0,6600.0
277,2023.05.04,15.43.00,3.0693993060177185,HARINA INTEGRAL,500 g,2200.0,6600.0
278,2023.05.04,11.42.00,3.045658388780788,NUECES,300 g,300.0,900.0
279,2023.05.04,13.08.00,5.17319467883247,NUECES,500 g,300.0,1500.0
280,2023.05.05,20.26.00,1.034428360480306,LENTEJAS,250 g,300.0,300.0
281,2023.05.05,09.13.00,1.925090555300371,ALMOHADITAS FRUTILLA,250 g,400.0,800.0
282,2023.05.05,10.54.00,5.1253402883645505,ALMOHADITAS FRUTILLA,250 g,400.0,2000.0
283,2023.05.06,20.04.00,5.164340161471204,HARINA INTEGRAL,1 kg,2200.0,11000.0
284,2023.05.06,08.08.00,2.946952376279336,QUINOA,1 kg,600.0,1800.0
285,2023.05.06,17.24.00,0.957098893610656,HARINA INTEGRAL,1 kg,2200.0,2200.0
286,2023.05.07,20.52.00,3.0582394905317507,HARINA INTEGRAL,500 g,2200.0,6600.0
287,2023.05.07,15.33.00,2.052098221376987,QUINOA,500 g,600.0,1200.0
288,2023.05.07,14.08.00,4.163034892932821,HARINA INTEGRAL,1 kg,2200.0,8800.0
289,2023.05.08,12.47.00,3.956176639257737,ALMOHADITAS FRUTILLA,300 g,400.0,1600.0
290,2023.05.08,09.41.00,0.9586288191780309,PIMENTON DULCE,250 g,120.0,120.0
291,2023.05.08,19.06.00,5.0537052809505125,LENTEJAS,1 kg,300.0,1500.0
292,2023.05.09,18.38.00,3.0343138402017695,ALMOHADITAS FRUTILLA,300 g,400.0,1200.0
293,2023.05.09,20.44.00,4.944861061801184,HARINA INTEGRAL,500 g,2200.0,11000.0
294,2023.05.09,17.09.00,1.0466506151739303,NUECES,250 g,300.0,300.0
295,2023.05.10,09.43.00,5.145874774745138,NUECES,250 g,300.0,1500.0
296,2023.05.10,09.05.00,0.9522420544126042,LENTEJAS,1 kg,300.0,300.0
297,2023.05.10,17.12.00,3.1376857506002107,LENTEJAS,250 g,300.0,900.0
298,2023.05.11,11.11.00,5.1068040634423,ALMOHADITAS FRUTILLA,300 g,400.0,2000.0
299,2023.05.11,12.08.00,5.080027296310564,LENTEJAS,250 g,300.0,1500.0
300,2023.05.11,13.36.00,1.0024773218841392,ALMOHADITAS FRUTILLA,300 g,400.0,400.0
